NOMBRE FANTASIA;LONGITUD;LATITUD
FARM PRINCIPAL - CHACABUCO;-70.75825567312238;-33.5091267292235
EL CIELO MAIPU;-70.72537427;-33.47816319
GENESIS - LA GALAXIA;-70.79463938;-33.51732888
LAS VENTANAS MAIPU;-70.7483794587869;-33.51609891676154
MARY MAIPU;-70.73278780059202;-33.47228727931895
MAGGY MAIPU;-70.783355625;-33.53435197916667
ANGEL MAIPU;-70.78649746527778;-33.52136913194445
ALMACEN NICOLE;-70.7554571136144;-33.4683718241639
JUEGOS BIP MAIPU;-70.74858419;-33.47185115
LA EMERGENCIA MAIPU;-70.74541462730643;-33.501035761646605
DELFA MAIPU;-70.79747825;-33.50812291
RAFAEL HERNANDEZ;-70.77574836;-33.50841869
ACIERTO EIRL;-70.75750968;-33.51044214
FARM PRINCIPAL MAIPU;-70.75963399;-33.51079445
FARM ESPOZ MAIPU;-70.7586932221819;-33.5093289172745
VERONICA - PORTALES;-70.78289624;-33.51847466
ELISA ALARCON MAIPU;-70.7651910507365;-33.5481614468125
LA VEGUITA MAIPU;-70.7946553897474;-33.5173872646549
LOS PORTALES MAIPU;-70.76717555555554;-33.54901944444443
MI AMIGA;-70.7310018199462;-33.4792940549497
EL MONTINO MAIPU;-70.74772708324075;-33.51343912046298
MINIMARKET MELITA MAIPU;-70.7594433333333;-33.5208483333333
BOTILLERIA ROYAL MAIPU;-70.77332103;-33.52704742
SANTA ENRIQUETA MAIPU;-70.78455469696969;-33.51878106060605
LUPITA MAIPU;-70.78046538194444;-33.566394236111115
PANADERIA SUPER PAN;-70.73864587;-33.50452471
NICO- TUCAN;-70.75244524390243;-33.47036154471546
MINIMARKET EL TATA MAIPU;-70.7511729710145;-33.468267536231885
JAMES PAUL FLORES ALCANTARA;-70.6430758120044;-33.4070705424299
GENESIS MAIPU;-70.78729666666666;-33.53523041666666
MARIELA MORALES MALDONADO;-70.77020303030302;-33.52301424242424
ALMACEN GUTIERREZ MAIPU;-70.76698366666669;-33.53239472222223
ALMACEN EL VECINO;-70.7767506539588;-33.5649065519185
AINHOITA;-70.7465241704951;-33.4791823206263
ELIZABETH MAIPU;-70.78501372815788;-33.53516495622809
SANTA TERESA MAIPU;-70.74177861;-33.49493175
ERBI;-70.7727050586176;-33.5212760276701
MARIA ELENA;-70.7677818214448;-33.5461035391487
TIA MARGOT;-70.7446283680422;-33.5110317408827
CIRCULO AHORRO;-70.7746379983922;-33.5440661688164
ANTONELLA MAIPU;-70.7971325714537;-33.5155467605488
EL FILODENDRO MAIPU;-70.78322941;-33.56641228
LOS LAGOS;-70.7816245593335;-33.5405619222339
LA PICA DE LUCHITO;-70.7592033550561;-33.4656765464078
SILVANA SAAVEDRA GARCIA M;-70.7775983908046;-33.53849965517241
MINIMARKET AGUA LUNA MAIP;-70.79099479166666;-33.50878729166665
CARYPED;-70.78620725;-33.54117452
D LUKAS MAIPU;-70.79516822;-33.50932732
BOTILLERIA WINNER MAIPU;-70.75192488;-33.49615985
LIN Y KIM MAIPU;-70.73803363;-33.49722179
LOS 5 MAIPU;-70.73786042559523;-33.49671855456349
JULY N 1 MAIPU;-70.78442172;-33.51946834
TIO HOMERO MAIPU;-70.76791336;-33.4860297
NICO MAIPU;-70.79652515151514;-33.525047196969695
LA ESQUINA - MAIPU 1;-70.7347102284488;-33.4956443170996
COMERCIAL CATALAN Y LOPEZ LTDA;-70.73671114;-33.48582513
PATRICIO RODRIGO;-70.74274710925307;-33.508750003344474
PATODOS;-70.75056806;-33.51012081
MIS POLLITOS;-70.78226211367065;-33.52478124303969
DONA ELENA;-70.74294716;-33.49052489
JUANA FELISA BINE MARIMAN;-70.7484454089585;-33.5007075007819
ALMACEN CHOLI MAIPU;-70.7905967809617;-33.5109131155152
EMA LUISA ARIAS ARMIJO MA;-70.7802661519608;-33.519440833333334
AMASANDERIA BAHIA MAIPU;-70.76411339743588;-33.528473346153845
CLAUDIO MARCELO;-70.790555;-33.558049
MATY;-70.56908340000001;-33.5946929
TOESCA;-70.6644364920527;-33.45404689056716
ELIDAN;-70.6355569986451;-33.4477039986106
MINIMARKET - COQUIMBO;-70.649194821625;-33.4567028353512
JUANA CORTES;-70.65565904761904;-33.43806261904762
LIBRERIA PINOCHO - SALVADOR SANFUENTES;-70.67419649;-33.45135426
PANAMTUR SANTIAGO;-70.65073311;-33.43947455
LIBRERIA PINOCHO SANTIAGO;-70.67744292;-33.45108665
ERBI STGO PORTUGAL;-70.6352191908837;-33.4479135750826
CONFITERIA LOS PEQUES SAN;-70.65238425;-33.43848368
ITALMARKET SANTIAGO;-70.6329479166667;-33.44543208333332
SITEC SANTIAGO;-70.6531167429578;-33.439991034147
TELCOM;-70.65101697;-33.44182634
DUCAL SANTIAGO;-70.65809534;-33.43590802
SANTA TERESITA SANTIAGO;-70.67510834;-33.42920522
DULCES TENTACIONES;-70.64406463625706;-33.46310314594464
JEAN PAUL SANTIAGO;-70.66480647190735;-33.456992661461065
PROMARKET;-70.64167659;-33.46509972
BOTILLERIA DON CESAR SANT;-70.64809484848485;-33.4697559090909
PAN BEGO - ARTURO PRAT;-70.64690594;-33.46375242
BRAVO Y JARA LIMITADA SAN;-70.64385126;-33.44374179
WIDANI SANTIAGO;-70.66775177;-33.43473821
MINIMARKET SANTIAGO;-70.64647383441759;-33.44312406752875
RED SERVICE;-70.65228906249999;-33.455908020833334
JOSE LUIS MALDONADO MIRAN;-70.6490222634039;-33.4393045527871
MORITOS SANTIAGO;-70.64179181;-33.46647476
DON PATO SANTIAGO;-70.6465074295948;-33.4682487878248
PANADERIA STANDARD STGO;-70.67146045454543;-33.47327921127945
PAN SANTIAGO;-70.6786025710118;-33.4315266476702
EVITA;-70.6380866065667;-33.463472987372
ALMACEN ZAIR;-70.6492248565552;-33.4599251722572
MINIMARKET PIERO;-70.6387620778841;-33.46994977139819
CIRCULO_NET PENALOLEN;-70.63411537037037;-33.4530348148148
A.B.C.A.D.;-70.66830275;-33.45719226
LA UNIVERSAL SANTIAGO;-70.6368669047619;-33.46732404761905
EL ARCA DE NOE SANTIAGO;-70.66520443;-33.43464144
NELIDA JEANNETTE DEL PILA;-70.62846891;-33.47054878
DANY SANTIAGO;-70.63686157706094;-33.47483109318996
PRALINE;-70.6550942329928;-33.4491177398052
RAUL SALINAS SANTIAGO;-70.6476350002688;-33.457343604946246
PARINACOTA JOYAS SANTIAGO;-70.64949262525671;-33.437247020789904
PROIN SANTIAGO;-70.66764629629628;-33.44529657407408
GREEN LIV SANTIAGO;-70.66493606198469;-33.44935125374885
LOS TOPOS;-70.65617722222223;-33.47282291666667
VANESSA;-70.676811008;-33.468377989
DIARIOS Y REVISTAS;-70.6454169282518;-33.44287674659216
SAN TOMAS;-70.65521856301571;-33.55573688146746
FRANCESCA - CERRO NAVIA;-70.73544845833334;-33.42152708333333
OASIS - LA FLORIDA;-70.5796277082092;-33.55900749139357
TODO EN UNO;-70.65031933333336;-33.454219833333354
GABE;-70.64853575757576;-33.56257954545453
LA CASERITA;-70.71783833684874;-33.37197094594763
CAVA;-70.55969;-33.5571916666667
MARIA ANGELICA - PUDAHUEL;-70.75055553030305;-33.43244045454544
KIOSKO CRISTIAN;-70.5975639814815;-33.4449563888889
CENTRO DE LLAMADOS - SANTIAGO;-70.64908408022902;-33.434300141531246
ALEJANDRA;-70.53121099999998;-33.45363566666667
KIOSKO - PROVIDENCIA;-70.61086053599999;-33.42365639666667
LUCRI;-70.67960918128196;-33.38659809551981
VICTORIA ILUSION;-70.66178335893305;-33.40102402874461
JORGE RUBIO;-70.60767074606537;-33.490826202087284
ELENA;-70.68537424603426;-33.552257386000406
LA PANCHITA;-70.68699751633986;-33.37747418300655
LOS PEQUES;-70.68039134646271;-33.567368711380375
KAMMY;-70.66863322396817;-33.64303454372424
J Y P;-70.61063706349208;-33.54111761904761
MICHAEL;-70.7520886943299;-33.46022417055632
MARINOE;-70.77701011517894;-33.53664861205122
EL PROGRESO;-70.637065;-33.4040516666667
AVICOLA FEMIX;-70.72035750000003;-33.368373333333324
CATITA;-70.73549500000001;-33.419321854460094
PILAR DE CAUQUENES;-70.6567611986075;-33.420795717844754
LAURA PAMELA;-70.65406300813008;-33.42510686991869
LOS PAPIS;-70.59076;-33.479875
GIRASOL;-70.77369006106713;-33.52131227300468
EL SOL AZUL;-70.67602623953043;-33.37377414327092
LIQUIDADORA VICVAL;-70.67072666611706;-33.358143667156696
LAYKA;-70.7963165625;-33.523110384999995
EL ROSARIO;-70.67480108333332;-33.592217999999995
UNKUANTOHAY;-70.78322806347565;-33.507436523392094
EL RUBIO;-70.650474;-33.431779
OSCAR CUEVAS;-70.75300709224635;-33.5077447521
RSV ENTRETENIMIENTOS EIRL - LO PRADO;-70.72020054330284;-33.44400662169373
AMARANTA;-70.69073112619989;-33.40150351533784
SONIA SOLIS;-70.6636363931824;-33.42188139088199
MARTA SANTIBAÃEZ;-70.62677643660969;-33.498428532051285
JORGE DAVID;-70.541615;-33.386964
JUDITH;-70.66170154761906;-33.40542726190476
LAS PRINCESAS;-70.65191261020668;-33.51605333167447
JUANITO;-70.58809761914253;-33.4952676732168
CORAOS;-70.786205;-33.50752296568626
NANYVAN;-70.74764979011904;-33.497385837380946
RSV ENTRETENIMIENTOS EIRL - PUDAHUEL;-70.75296207095674;-33.440180453265455
LA PUNTA DE DIAMANTE;-70.67109021739131;-33.38065297101448
SHELL CHILE - HUECHURABA;-70.6705606170786;-33.360210038962
SAN ANDRES - PUDAHUEL;-70.74963958333332;-33.42973374999998
EL TATA NANO;-70.69294644927538;-33.47385079710144
SANTA TERESITA PENALOLEN;-70.56046365079365;-33.46630710317461
POLO OPUESTO SANTIAGO;-70.65713237089122;-33.441530404060806
URIEL ORDOÃES;-70.56461063541606;-33.3868793912596
EL RORO - EL BOSQUE;-70.66841879935018;-33.64325574901633
ROSSY;-70.6662048744523;-33.5440623832709
SUPER MARIO;-70.63608583333333;-33.52095416666665
LAS PEQUES;-70.53752150024262;-33.41222813233223
SERGIO CAYUPAN;-70.7195689553342;-33.4370267930597
SANDRA TAPIA;-70.62690822114224;-33.37711113888245
ESTESY Y BENJY;-70.74653307017542;-33.365184473684224
LA ESTRELLITA;-70.5666656451613;-33.59497629032259
COMODIN;-70.61560019558871;-33.49921112090397
LA BOTICA CUBANA;-70.64636242800366;-33.4280649501528
EL BROTHER;-70.5826709649123;-33.4876654385965
KIOSCO - NUNOA;-70.58199050465898;-33.46962532723671
PLAZA LILLO;-70.6074331757347;-33.4581991801168
SANTA GEMITA - LA GRANJA;-70.62889854609928;-33.52456294326241
COMERCIAL FRENTE FRIA;-70.500586;-33.395837
FARMACIA LORENA;-70.56337088888888;-33.42530344444445
WELLA;-70.73760307192703;-33.40699402773937
NUEVO AMANECER;-70.7858708665093;-33.5406041964021
CRISTI;-70.67481912698416;-33.38507904761904
GIPSLIN;-70.750961111;-33.505913414
DONDE CARLITOS;-70.6874063129508;-33.3607254152456
CONI;-70.77231857142857;-33.50092595238096
FLORES HERMANOS;-70.6501027922619;-33.4270652077381
MA Y CE;-70.55651725799869;-33.47795089470105
DELMA;-70.6466500114554;-33.4592881285244
DONDE JUANITO CONCHALI;-70.66154426;-33.38941315
JANO;-70.56067175;-33.4725138333333
BELEN - LA PINTANA;-70.6397240899782;-33.5827883665035
JORGE ORTIZ;-70.64657125;-33.4392561944444
KATALINA;-70.7415856944444;-33.4092126851852
DON OSVALDO;-70.75337389452;-33.4439706569736
EL AVE DEL PARAISO;-70.7068219047619;-33.615395
TOMAS NET;-70.74828150700853;-33.39874961523304
MIS TESOROS;-70.5627842267694;-33.5685559094513
LO ALMENDRO LTDA;-70.6119503942558;-33.4620694163957
PATRICIA MORA;-70.55037;-33.6135866666667
VERONICA - NUNOA;-70.5980997477668;-33.4650070828735
CAPACOM;-70.779982;-33.53489761
PIN PON;-70.78212816;-33.5057887
DILAN Y JAVIERA;-70.6938267861771;-33.4755194236823
LAS TRES ANGELITAS;-70.66863028791707;-33.64303757964229
LA CHOLITA - PUENTE ALTO;-70.614821131746;-33.6256063
EL JUMBITO;-70.6419847388889;-33.5266350575556
LOS VINEDOS DEL CONSISTORIAL;-70.58563183;-33.45145725
AIRE;-70.6969339254872;-33.6401920382913
ISRAEL;-70.62858748;-33.50879049
AYLIN;-70.53815780533215;-33.45184577623026
PATO  ;-70.7614270967742;-33.462754139785
ERBI PROVIDENCIA;-70.5957698;-33.44272855
ERBI CONCHALI;-70.6889545833333;-33.3672358333333
ERBI MACUL;-70.592226;-33.475214
ERBI LAS CONDES 2;-70.5984194865559;-33.4185631613021
ERBI PEDRO AGUIRRES CERDA;-70.6759853975238;-33.480144361128
ERBI SAN DIEGO;-70.65051953099167;-33.44991970249155
ERBI SAN DIEGO 2;-70.6494627777778;-33.4576433333333
ERBI SAN PABLO;-70.71567707841366;-33.44301836204062
ERBI SAN BERNARDO;-70.7079575418484;-33.6389285557048
ERBI LA CISTERNA;-70.6617581166526;-33.5286061412902
LAS CARMELITAS;-70.64353737;-33.40827559
ANGELITO  ;-70.61721062583872;-33.46853468613455
M Y C;-70.683554;-33.426962
NELIDA;-70.600722283035;-33.589863228519
BENJAMIN Y ROCIO Y CONSTANZA;-70.70684318;-33.47005662
EL GRIFO-RECOLETA;-70.6294773278772;-33.4062642122019
DON OSCAR;-70.5782927246974;-33.4423386928992
PERLA;-70.59602002671156;-33.45530495788443
LAS CUATRO JEHOVA;-70.6742662054017;-33.3923768595719
DONDE EL PABLO;-70.6225630313095;-33.6143435875552
ROSITA - RECOLETA;-70.63007150924268;-33.39820039947598
CHAVITA;-70.6449711507936;-33.5088232142857
KATHERINE;-70.55914753;-33.46235361
RAQUEL MORA;-70.59861184;-33.40591062
FABIOLA;-70.5766545402299;-33.5659620689655
FORESTAL;-70.69311777;-33.36773388
E OASIS;-70.5685283333333;-33.4532227083333
CAROLINA;-70.79061;-33.5119416666667
CYBERNAUTA;-70.75494797823949;-33.51143176241501
ELE PROGRESO;-70.6155518467175;-33.5621153269293
PROJECTPOINT CHILE;-70.71171649557961;-33.359227676057
EBEN EZER - LA PINTANA;-70.65707964072055;-33.579375943127836
YESSICA;-70.76450387561135;-33.4467505814238
WILLIAMS;-70.6191306;-33.5922287333333
LAS CONTRERAS;-70.7662863091857;-33.4331523342696
BELEN - CERRO NAVIA;-70.7315811904762;-33.4278466666667
PATRICIA - PUENTE ALTO;-70.6191159975853;-33.6148645869472
CRISTOBAL - SAN BERNARDO;-70.7017858333333;-33.5661886111111
MAXIMARKET;-70.57563127;-33.54375423
DONDE LA KATITA;-70.5627606944444;-33.4712785648148
PATRICIA - ESTACION CENTRAL;-70.68473127;-33.47549062
TIO MANUEL;-70.62154371504967;-33.430450854656364
ELSA  ;-70.66232758;-33.45671274
BERNARDITA;-70.70545125799887;-33.616014121875956
EL MAX;-70.62755976;-33.59283089
ALEDANY;-70.69451453;-33.6104006
LI;-70.67506664;-33.59007719
M Y R;-70.6264526962713;-33.3959118090426
CLAUDIA BATRIZ VALLADARES HANISCH;-70.6074227156952;-33.421296252803
PESTAÃITA;-70.5897239;-33.47571789
JUMBITO 2.0;-70.6454545959596;-33.4874171212121
SAN DANIEL;-70.7005045;-33.5170506666666
LA MARITA;-70.72860221;-33.35150993
VANESSA - LA REINA;-70.5547611111111;-33.4452144444445
A Y E;-70.7425489285714;-33.3703854166667
MARTIN - LA FLORIDA;-70.57801498;-33.54720419
AFY;-70.5584236666667;-33.4511978333333
ALMACEN - EL BOSQUE;-70.65942340063367;-33.569180714785446
CASIMILA;-70.63350628;-33.56513115
LUIS DAVID;-70.69296387;-33.48214661
AMERICAN;-70.6041716069737;-33.4128032899123
DON BOSCO;-70.63259874;-33.45146932
COMERCIAL TRIMED LTDA;-70.6221527156139;-33.43679122450598
JANET;-70.6777099590345;-33.4477552460115
ARCELISA;-70.6780497579839;-33.4462865184714
D ALEXSANDER;-70.67569718;-33.43802686
ANITA - RENCA;-70.6903187878788;-33.4028620707071
LAS 5 DELICIAS;-70.62553424;-33.62554286
ANNABELLA;-70.65456600753697;-33.57499075367999
ANTONIETA;-70.65684554;-33.42616848
JORGE;-70.7210926091172;-33.3695835720452
GEMA;-70.7499609060602;-33.364804103555
SANDRA;-70.7453370689655;-33.4149910344828
COMERCIALIZADORA MASERVICIO LTDA;-70.68470939364757;-33.59787434260488
DONDE PABLITO;-70.7028798;-33.6123827
CURICO;-70.6350070588236;-33.4620291176471
EBEN EZER - CERRILLOS;-70.7138848229167;-33.4927958020833
CHRISTOPHER;-70.6394819618886;-33.5865636932571
EL NOGAL 7;-70.7612928349999;-33.451420119
RINCONADA DEL SALTO;-70.6123924219074;-33.3939166592926
JACQUES;-70.6857343123939;-33.41178297961259
NICOL;-70.6176751639344;-33.5190765573771
JOCELIN;-70.6453173529412;-33.5210934313725
PAOLA ;-70.61737676;-33.51806832
JUANA  ;-70.77222500420604;-33.42862950003115
GIOVANNA;-70.611764277;-33.4840705394137
MARCELA;-70.59022664;-33.48586218
UNO MAS DOS;-70.6711808333334;-33.4012233333333
LA FERIA;-70.6807542;-33.37908494
JUAN CARLOS - CONCHALI;-70.6673558333333;-33.3797246666667
DON JULIO;-70.71552334;-33.43481351
CHITO PLASMA;-70.7449318666667;-33.4151936666667
HACIA EL FUTURO;-70.68877812;-33.35767931
JUMBITO  ;-70.67080841;-33.41616304
JUAN FRANCISCO;-70.59208169;-33.6264356
EL TOCO;-70.73728492;-33.35572472
ALONSITO - ESTACION CENTRAL;-70.68363515;-33.45813113
ANDRES - CERRO NAVIA;-70.7569794565217;-33.419658442029
KRSNA COMERCIAL LTDA;-70.64844887;-33.43842369
JANAOS;-70.7235364036257;-33.4389732194737
JOSE;-70.7476926;-33.41727621
YAYO;-70.56968548;-33.51386149
DONDE JULIA;-70.6512068421053;-33.5472280701754
LA RUCA;-70.57263084;-33.5114041
SHALOM;-70.6887132575758;-33.4664429545454
MARIO  ;-70.64328995;-33.56402466
BETO;-70.6681429475552;-33.4963926550071
SANTA MARIA ;-70.77712499;-33.50317623
LA ESPINA;-70.658904137931;-33.5298178160919
LA ESPIGA DE ORO;-70.56467079097935;-33.58851213942699
EDUARDO DE LAS FLORES;-70.5433284200614;-33.440649919895
LA HACIENDA;-70.548715;-33.5990816667
MAIRA;-70.55296558;-33.6108234
KARINA - ABATE MOLINA;-70.6719795238095;-33.4579519444444
MARY CON JUAN;-70.644059969697;-33.511471
SOL DEL CIELO;-70.6053139632547;-33.56094543926276
SOUVENIR;-70.649180977547;-33.5618213023852
IVAL;-70.67358608;-33.59788668
JOSE MIGUEL;-70.64994863732757;-33.44344144314751
GABY;-70.7644313;-33.4983457
EL TOPE;-70.76628584670947;-33.50953993381131
SAN SEBASTIAN - MAIPU;-70.7710535922084;-33.5157440036347
MARTITA - MAIPU;-70.765008;-33.52518654
LAS ARANDELAS ;-70.6850593790849;-33.4171459150327
SNOOPY;-70.67357565;-33.57722838
SAN GUILLERMO;-70.7752686620046;-33.5364704358974
XD MARKET;-70.6232653703704;-33.5613475925926
COMERCIAL SAVAN E RM;-70.5517100759999;-33.469637732
DONDE CALISTO;-70.6670602317441;-33.545628790636
LAS DOS PLAZAS;-70.5655782796637;-33.599488740684066
DE LAS CARTERAS;-70.67686773875306;-33.51425492422021
FLORES HERMANOS - LO PRADO;-70.723683230335;-33.4390844626848
SPEEDNET;-70.73794643;-33.36553453
DIANIT;-70.5356747417269;-33.41383379400163
SPARKS;-70.6507575641026;-33.4596815384615
CONTINENTAL EXPRESS;-70.65354798;-33.43657478
EL MERCADITO;-70.6991996296296;-33.4176598148148
THE MANSO BROTHERS;-70.6207531420765;-33.5261974043716
TOMASITO;-70.6604260185185;-33.5836764814815
DON RENE;-70.77513968;-33.43477679
EL FAROLITO - SAN BERNARDO;-70.7001502;-33.6133847333333
EL BOLICHE;-70.63465808;-33.55676365
JOSE ANDRES FARIAS LLANCA;-70.7530653508772;-33.4602021052631
ANDREA;-70.609973963;-33.589312427
EL NANO;-70.63852052;-33.57953411
RAVERA;-70.63490146;-33.36895319
CASTILLO MARKET;-70.67393114;-33.431563
CIBER BAZAR JP;-70.7578262097353;-33.3644345978018
PIPI;-70.6340898970046;-33.3769450361627
KIOSKO;-70.64714386;-33.43848147
TIA TITA;-70.64049659911542;-33.44941466574911
KIOSKO - CERRILLOS;-70.71542486;-33.49935817
COMERCIAL RAVOL LTDA;-70.6762789146853;-33.5022086034965
ANGELA;-70.73185244;-33.47729581
BICHITOS;-70.60220732;-33.55414994
TOPACIO;-70.6093694318182;-33.5602034469697
JACQUELINE;-70.6411179732696;-33.5631785125286
EL PATO;-70.69011849506664;-33.54983803888488
KATITA;-70.6995383333333;-33.570645
CASTILLO DE SANDY;-70.6835946568698;-33.5900820758232
INTERNET SAN LUIS LIMITADA;-70.57788124;-33.50619118
CAVANET;-70.6412564;-33.44741175
DON TITO;-70.7452286315553;-33.4426971440904
LA HERRADURA;-70.7106743973947;-33.4406833033806
CINDY;-70.5630913;-33.5850646
LA ESQUINA;-70.6916308828125;-33.3675292820313
OMAR NAVARRETE CURTI;-70.62703309521876;-33.50040140622079
AMELIA UGARTE VERGARA;-70.74201495;-33.51198707
KIOSKO - MAIPU;-70.7971736871131;-33.5150926244978
BOTILLERIA ONUCHA;-70.63178533;-33.56114392
TOMASITO DOS;-70.66063028911776;-33.5813410250696
EL CHICHO;-70.7695843041352;-33.4310783572671
PILAR;-70.67812025;-33.48314876
BOTILLERIA NATY;-70.67444013;-33.48643613
ELY;-70.6375066667;-33.4973683333
YELENA;-70.65835549;-33.47873096
ALEJANDRA GLADYS CERDA VENEGAS;-70.7003316666667;-33.474495
CAMILA - PUENTE ALTO;-70.60204932;-33.59656593
BAZAR DE CARLOS;-70.6783547539683;-33.5910293700397
LA MOTO;-70.63482424;-33.57755718
MINIMARKET NABIHA;-70.5624113623553;-33.4598118869572
LA FORTALEZA;-70.58704283;-33.53043461
BARON;-70.68644179;-33.38275309
BELEN Y JAIN;-70.69382223989727;-33.449120642726434
FARM ESPOZ QTA NORMAL - SAN PABLO;-70.69092161379886;-33.43809487439943
PATRICIA SILVA LEAL;-70.63141344;-33.51948249
LI-LI;-70.6654263636363;-33.1915986363636
D TECNO OFFICE;-70.6795291666667;-33.4520033333333
BAZAR ESPERANZA;-70.72211121;-33.41375932
LOS 4 M;-70.61796805;-33.55077548
BAZAR NANY;-70.7473623684211;-33.4274357894737
MINIMARKET;-70.6765229;-33.4667288333333
DONDE LA LELA;-70.6021573109189;-33.4926654767849
RICARGO EDGAR FAURE;-70.6741440625;-33.5040322395833
MAYKA;-70.73804015;-33.43998365
J Y E;-70.6671996581197;-33.3956945298291
TOYITO;-70.6741541666667;-33.5080701041667
ALMACEN LAS 3 M;-70.70956017;-33.47651527
SAN SEBASTIAN - LA PINTANA;-70.6210292261905;-33.5940855952381
LA NANA;-70.7825841;-33.53150502
DANY;-70.674304;-33.42926
EBEN EZER - PUENTE ALTO2;-70.6035183333;-33.5919316667
DANNY;-70.61744769375714;-33.594417746778035
ALMACEN CHABE;-70.7141659;-33.41949037
BAZAR NENA;-70.56574593;-33.47151986
JEREMY;-70.76735859841556;-33.43665202829568
EL BICHO;-70.569786875;-33.5073691666666
LA MARITIMA;-70.74463964;-33.42109409
EL PARRON - EL PARRON;-70.6379079250905;-33.5600359371321
IVONNE;-70.6633898401826;-33.4801869634703
APOLO-GULYT;-70.6752452788146;-33.599624140292
BAJO CERO;-70.74786761;-33.44970752
ALMACEN ROSITA;-70.7469984;-33.43080065
IVAN-JOR;-70.63062824;-33.48682004
CARNICERIA ALEX;-70.6259332508062;-33.5118394064499
CLAUDIO ELESTOR SEPULVEDA GOMEZ;-70.6544742133605;-33.57500312073881
ADELITA LEONOR TOLOZA TOLOZA;-70.62257138654653;-33.59219074149723
MINIMERCADO 21 DE MAYO;-70.65618237938214;-33.5756283829303
GUILLERMO LOPEZ GAUNA;-70.64983254734999;-33.44393061323379
JOHANNA;-70.70720748;-33.55792899
LA NONA;-70.69953976;-33.58979003
JUAN MIGUEL DE LA CRUZ TORRES;-70.7522759694228;-33.368002110189
ALONDRITA;-70.72087655;-33.40273037
PAZ MARIA YEOMANS LOPEZ;-70.6417069141914;-33.4622105940594
MINIMARKET FRAN Y JAVI;-70.6625005882353;-33.5016132352941
INTICOM;-70.65486775;-33.43782863
DALIA;-70.65900348;-33.43908724
MINIMARKET SEBASTIAN;-70.58820937;-33.61934252
CIBER ALAMEDA;-70.6834229345381;-33.4518689706656
LA CASCADA;-70.78274467980526;-33.531055368492815
BOTILLERIA EL FLACO;-70.72299546;-33.42161203
ALMENDRAL;-70.7573452889571;-33.4393546722447
CRISTOBAL - RENCA;-70.7400688722571;-33.4005049005553
PEDRO ENRIQUE GARRIDO HERNANDEZ;-70.6768634523809;-33.4033823809524
ALMACEN LA CHELITA;-70.6687721630663;-33.5778364532017
S Y S;-70.7163834368786;-33.4131239119496
LUIS CORTEZ NILO;-70.664500;-33.499995
FLORENCIA;-70.6372575010083;-33.4924740860052
ALMACEN TREBOL;-70.6125245103234;-33.6207534181977
EDUVIJES DEL CARMEN RIVAS ECHEVERRIA;-70.7290136734694;-33.4098754421769
ERWIN;-70.748352724;-33.400946506
CYBER;-70.7458085;-33.3621766666667
TABAQUERIA;-70.6519492796676;-33.4417675182252
JUEGOS DE AZAR;-70.6525047564029;-33.4344219555553
MARTA - INDEPENDENCIA;-70.66463787;-33.42201521
MINIMARKET IVONNE ;-70.55989289;-33.53120665
ALMACEN RODRIGO;-70.636958516421;-33.4561376217105
EL FABBI;-70.63799842565429;-33.477142383672145
DONDE EL EZE;-70.74491756260947;-33.36107999375082
LA NEGRA - SAN BERNARDO;-70.7081201851852;-33.5613135802469
COLO-COLO;-70.6954425003247;-33.4757159511905
FREDDIE HERNAN GONZALEZ NAVARETE;-70.68765176;-33.49776622
LA ESQUINA - PENALOLEN;-70.52484952;-33.48122301
EL PINAR;-70.62563344435151;-33.494074564787695
IBANEZ;-70.7086683333333;-33.4265803333333
VALENTINA;-70.77132145067019;-33.43738424223755
PO-LOTO;-70.61723466;-33.45319331
ISOLINA RAMIREZ SOTO;-70.5861718656447;-33.4689217871571
ORIANA CORTES CARDENAS;-70.6510797336659;-33.49269205623825
REGALO DE DIOS;-70.7082061781609;-33.4419429885057
DON RICARDO;-70.5579814379085;-33.4739048366013
ARMANDO ANTONIO QUIÃINAO ÃANCUPAN;-70.57112;-33.47053813
LIRAMAI;-70.6804589640266;-33.6249560848134
MINIMARKET - LA CISTERNA;-70.68159768743456;-33.54065044050471
PRODUCTOS A4;-70.6586883974359;-33.4168012179487
MINIMARKET MICHEL Y CELESTE;-70.6627296679253;-33.4167033433819
ALMACEN DONDE MATIAS;-70.5608859950553;-33.4771501604237
EL ENCANTO;-70.5558882852349;-33.4592932287838
YURI CORDOVA SALINAS;-70.59343995012469;-33.62712233409276
MARISOL PEZOA ARANGUIZ;-70.59927062;-33.45454936
ROXANA LORENA BASILIO HILARIO;-70.64732233;-33.46131597
HECTOR OÃATE MOYA;-70.73618058;-33.40978759
MIRIAM DE LAS MERCEDES LUCO ROJAS;-70.74193872;-33.43383058
SUSANA SILVA PALMA;-70.70899012858382;-33.42770095477073
DE LA PEÃA INVERSIONES Y CIA. LTDA.;-70.696206262892;-33.455378791017
JORGE DIAZ OÃATE;-70.64150302;-33.47273585
KATIA POLO MORILLOS;-70.67184588;-33.39630072
KATIA POLO MORILLOS-2;-70.67015251;-33.39109369
JOCELYN CLERVIL PIERRE;-70.6799392;-33.48814017
SOLEDAD SILVA MARTINEZ;-70.6816158649691;-33.520086516964
HECTOR MORALES ESTUPIÃAN;-70.67379255;-33.50015889
MONICA CESPEDES OTAROLA;-70.53499683;-33.47332007
