service;origin;destiny;color_id;stopsI;stopsR;scheduleI;scheduleR
30n;Industrias;;0;38180---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---45054---45055---45056---45057---45058---45059---45060---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37522---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37425---37426---37427---32555---32556---36119---36120---36121---37433---37434---36149---39658---39659---39660---32709---32710---32711---40733---36159---32598---37038---49345---49346---49347---49348---38210;38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---38235---38236---38237---38238---38239---38240---38241---38242---38243---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---34463---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34495---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38180;-;-
30q;Mall ;Las Higueras;0;38180---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---38590---33703---33704---33705---33706---33713---33714---32633---32641---32642---45087---38613---38614---38615---38616---38617---38618---38619---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753;38756---49120---49121---49122---49123---32600---32601---32724---32602---36161---40740---32623---32624---32625---36169---36170---36171---36172---37583---37584---36179---36180---36181---32738---32739---37590---37591---37592---37593---37951---37952---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---34488---34489---34490---34491---44964---44965---44959---34495---34411---34412---34497---38075---38076---38077---38078---38079---44960---44961---44962---38082---38083---38084---38086---38180;-;-
30r;Las Higueras;;0;38180---37555---37474---45105---45106---45107---45108---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37545---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---45087---38613---38614---38615---38616---38617---38618---38619---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754;38756---49120---49121---49122---49123---32600---32601---32724---32602---36161---40740---32623---32624---32625---36169---36170---36171---36172---37583---37584---36179---36180---36181---32738---32739---37590---37591---37592---37593---37951---37952---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34495---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38089---38090---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156---37655---38180;-;-
31d;Lobos Viejos;;0;37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37545---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37834;37855---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---32514---32515---32516---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38090;-;-
31f;Lirquén;;0;37855---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---32514---32515---32516---32517---32518---32519---32520---32521---32522---32523---32524---32525---32526---32527---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38090;37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37545---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37834;-;-
32e;Lobos Viejos;;0;38180---38087---38088---38089---38090---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156---37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37522---38260---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37834;37855---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---32514---32515---32516---32517---32518---32519---32520---32521---32522---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38089---38090---37655---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156;-;-
32g;Rios De Chile;;0;37855---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---32514---32515---32516---32517---32518---32519---32520---32521---32522---32528---32529---32530---32531---32532---32533---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38089---38090---37655---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156;38180---38087---38088---38089---38090---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156---37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37522---38260---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---32647---32648---32649---32650---32651---32652---32653---32654---32655---32656---32657---32658---32659---32660---32661---32662---32663---32664---32665---32666---32667---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37834;-;-
32h;Lobos Viejos;;0;37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37545---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754---38755---38756---38757---38758---38759---38760---38761---38762---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37855---38764;37834---38764---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---38777---38778---38779---38780---38781---38782---38783---38210---38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38089---38090---37655---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156;-;-
32y;Rios De Chile;;0;37834---38764---37856---37857---37858---37859---37860---37861---32504---32505---32506---32507---32508---32509---32510---32511---32512---32513---38777---38778---38779---38780---38781---38782---38783---38210---38784---38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---32534---32535---32536---32537---32538---32539---32540---32541---32542---32543---32544---32545---32546---32547---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---34464---34465---34466---34467---34468---34469---34470---34471---34472---34473---34474---34475---34476---34410---34477---34478---34479---34480---34481---34482---34483---34484---34485---34486---34487---38068---38069---38070---38071---34411---34412---34497---38075---38076---38077---38078---38079---38080---38081---38082---38083---38084---38085---38086---38087---38088---38089---38090---37655---38151---38149---38108---38217---38194---38121---38124---38204---38146---38127---38156;37655---37555---37474---37656---37657---37541---37492---34693---37471---37560---37564---37517---37475---37508---37476---37526---37567---34735---34736---34737---34738---34773---34774---34775---34776---34777---34778---34779---34780---34781---34782---34783---34784---34785---34792---34793---34794---34795---34796---34797---34799---34800---34801---35575---35108---37545---37522---34806---34807---34808---34809---34811---33787---33788---33789---33790---33791---33792---33793---33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---32748---37521---32749---32750---32638---32639---32640---32633---32641---32642---32643---32644---32645---32646---38744---38745---38746---38747---38748---38749---38750---38751---38752---38753---38754---38755---38756---38757---38758---38759---38760---38761---38762---32668---32669---32670---32671---32672---32673---32674---32675---32676---32677---32678---32502---37829---37830---37831---37832---37833---37855---38764;-;-
40b;La Araucana;;0;32602---36161---36307---32622---32623---32624---32625---32626---32627---36310---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---36184---36197---36324---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---35548---35547---35546---35568---35553;35319---35320---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---36115---36116---32555---32556---36119---36120---36121---36122---36123---36124---32617---36147---36148---36149---36565---32707---32708---32709---32710---32711---32712---36157---36158---36159;-;-
40g;Candelaria;;0;32602---36161---36162---32620---32621---32622---32623---32624---32625---36169---36170---36171---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---36184---36197---36198---32743---32744---32745---32746---32747---36204---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795---35082---35080---35125---35409---35411---35412---35413---35414---35415---35416---34943---35417---35418---35419---35420---35421---35422---35423---35149---35150---35620;35150---35151---35619---35620---35621---35622---35623---35624---35625---35626---35627---35628---35629---34989---34990---34944---34943---34991---34992---35954---35955---35956---35957---35958---35959---35960---35078---35079---35081---35172---35173---33682---33683---33684---33685---33686---33687---33688---33689---33690---33691---33692---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36003---32548---32549;-;-
40n;4 Esquinas;;0;35150---35151---35619---35620---35621---35622---35623---35624---35625---35626---35627---35628---35629---34989---34990---34944---34943---34991---34992---35954---35955---35956---35957---35958---35959---35960---35078---35079---35081---35172---35173---33682---33683---33684---33685---33686---33687---33688---33689---33690---33691---33692---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36003---32548---32549;32602---36161---36162---32620---32621---32622---32623---32624---32625---36169---36170---36171---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---36184---36197---36198---32743---32744---32745---32746---32747---36204---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795---35082---35080---35125---35409---35411---35412---35413---35414---35415---35416---34943---35417---35418---35419---35420---35421---35422---35423---35149---35150---35620;-;-
40p;4 Esquinas;;0;35319---35320---35321---35062---35063---35064---35065---35066---35067---35068---35069---35070---35071---35072---35073---35074---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---36115---36116---32555---32556---36119---36120---36121---36122---36123---36124---32617---36147---36148---36149---36565---32707---32708---32709---32710---32711---32712---36157---36158---36159;32602---36161---36307---32622---32623---32624---32625---32626---32627---36310---36172---36173---36174---32717---36176---36177---36178---36179---36180---36181---32738---32739---36184---36197---36324---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---34471---34472---34473---34474---34475---34476---34596---34597---34598---34599---34600---34601---34602---34603---34626---34627---34628---34629---34630---35548---35547---35546---35568---35553;-;-
41c;Terminal Collao;;0;39668---39669---39670---36752---36753---32591---37101---32618---32619---36307---32622---32623---32624---32625---32626---32627---36768---36769---36770---36771---36772---37590---37917---36686---36687---36688---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---33785---36026---33786---34586---34587---34588---34589---34590---34591---34592---34593---34594---35190---34410---35192---35103;35103---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---40243---40244---40245---40246---36489---36490---37839---32555---36551---36552---36553---36554---32707---32708---32709---32710---32711---32712---36157---36162---32714---32715---32716---32609---32610---32611;-;-
41q;Centro;;0;32599---37038---32600---32601---32724---32602---36161---39668---39669---39670---36752---36753---32591---37101---32618---32619---32620---32621---32622---32623---32624---32625---36169---36170---36171---36565---36768---36769---36770---36771---36772---37590---37917---36686---36687---36688---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703;35700---35701---35702---35703---35704---35705---35706---35707---35708---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36003---32548---32549---32550---32551---32552---32553---32554---37590---37917---36686---36687---36688---36641---32569---36689---32579---32580---32581---32582---32583---32584---32585---36697---36698---32718---32719---32720---32721---32589---32590---39231---39232---39233---39234---39235---36159---32598---32599;-;-
41r;4 Esquinas;;0;35103---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---40243---40244---40245---40246---36489---36490---37839---32555---36551---36552---36553---36554---32707---32708---32709---32710---32711---32712---36157---36162---32714---32715---32716---32609---32610---32611;39668---39669---39670---36752---36753---32591---37101---32618---32619---36307---32622---32623---32624---32625---32626---32627---36768---36769---36770---36771---36772---37590---37917---36686---36687---36688---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---33785---36026---33786---34586---34587---34588---34589---34590---34591---34592---34593---34594---35190---34410---35192---35103;-;-
41v;4 Esquinas;;0;35700---35701---35702---35703---35704---35705---35706---35707---35708---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36003---32548---32549---32550---32551---32552---32553---32554---37590---37917---36686---36687---36688---36641---32569---36689---32579---32580---32581---32582---32583---32584---32585---36697---36698---32718---32719---32720---32721---32589---32590---39231---39232---39233---39234---39235---36159---32598---32599;32599---37038---32600---32601---32724---32602---36161---39668---39669---39670---36752---36753---32591---37101---32618---32619---32620---32621---32622---32623---32624---32625---36169---36170---36171---36565---36768---36769---36770---36771---36772---37590---37917---36686---36687---36688---40041---40042---40043---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703;-;-
42f;4 Esquinas;;0;33795---34828---34460---34461---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36913---32702---32703---32704---37001---32707---32708---32709---32710---32711---32712---36307---36162---32714---32715---32716---32592---32593---32594---32595---32596---32597---32701---32598---32722---32723---32600;32600---32601---32724---32602---32603---32604---32605---32606---32607---32608---37101---32618---32619---36307---32622---32623---32624---32625---32626---32627---36917---36916---32630---32634---37056---36003---36204---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795;-;-
42h;4 Esquinas;;0;35103---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---36002---36913---32702---32703---32704---37001---32707---32708---32709---32710---32711---32712---32713---32595---32596---32597---32701---32598---32599;32599---37038---32600---32601---32724---32602---32603---32604---32605---32606---32620---32621---32622---32623---32624---32625---32626---32627---36917---36916---32630---32634---37056---36003---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---37076---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---35190---34410---35192---35103;-;-
42u;Terminal Collao;;0;32599---37038---32600---32601---32724---32602---32603---32604---32605---32606---32620---32621---32622---32623---32624---32625---32626---32627---36917---36916---32630---32634---37056---36003---32548---32549---32550---37949---37950---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---37076---33680---33681---33682---33683---33684---33685---33686---33687---33688---34586---34587---34588---34589---34590---34591---34592---34593---34594---35190---34410---35192---35103;35103---35075---35076---35077---34801---34802---34803---34804---34805---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37574---37515---32745---32746---32747---36002---36913---32702---32703---32704---37001---32707---32708---32709---32710---32711---32712---32713---32595---32596---32597---32701---32598---32599;-;-
42w;Centro Concepción;;0;32600---32601---32724---32602---32603---32604---32605---32606---32607---32608---37101---32618---32619---36307---32622---32623---32624---32625---32626---32627---36917---36916---32630---32634---37056---36003---36204---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794---33795;33795---34828---34460---34461---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---33693---33694---33695---33696---33697---33698---33699---33700---33701---33702---33703---36001---36002---36913---32702---32703---32704---37001---32707---32708---32709---32710---32711---32712---36307---36162---32714---32715---32716---32592---32593---32594---32595---32596---32597---32701---32598---32722---32723---32600;-;-
43j;Santa Sabina;;0;37443---37577---32625---36169---36170---36171---36172---37583---37584---36179---36180---36181---32738---32739---37590---37591---37592---37593---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37620---37621---37622---37623---37624---37625---37626---37627---37628---37629---37630---37631---37632---37633---37634---37635---37636---37637---37638---37639---37640---37641---37642---37643---37644---37645---37646---37647---37648---37649---37650---37651---37652---37653---37654;37301---37302---37303---37304---37305---37306---37307---37308---37309---37310---37311---37312---37313---37314---37315---37300---37316---37317---37318---37319---37320---37321---37322---37323---37324---37325---37364---37365---37366---37367---37368---37369---34800---34801---34802---34803---34804---34805---34806---34807---34808---34809---34811---33787---33788---37398---37399---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37425---37426---37427---32555---32556---36119---36120---36121---37433---37434---36149---36565---32707---32708---32709---37440---37441---32634---37443;-;-
43t;Ccu;;0;37301---37302---37303---37304---37305---37306---37307---37308---37309---37310---37311---37312---37313---37314---37315---37300---37316---37317---37318---37319---37320---37321---37322---37323---37324---37325---37364---37365---37366---37367---37368---37369---34800---34801---34802---34803---34804---34805---34806---34807---34808---34809---34811---33787---33788---37398---37399---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37497---37425---37426---37427---32555---32556---36119---36120---36121---37433---37434---36149---36565---32707---32708---32709---37440---37441---32634---37443;37443---37577---32625---36169---36170---36171---36172---37583---37584---36179---36180---36181---32738---32739---37590---37591---37592---37593---37951---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37075---35690---35698---35699---35700---35701---35702---35703---35704---35705---35706---35707---35708---35709---37620---37621---37622---37623---37624---37625---37626---37627---37628---37629---37630---37631---37632---37633---37634---37635---37636---37637---37638---37639---37640---37641---37642---37643---37644---37645---37646---37647---37648---37649---37650---37651---37652---37653---37654;-;-
44e;Lomas De San Andrés;;0;37905---32702---32703---32704---37001---32628---32629---37912---37913---37914---32554---37590---37917---37918---37919---37920---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---37986---37987---37988---37989---37990---37991---37992---37993---37994---37995---37996---37997---37998---37999---34589---34590---34591---34592---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37645---37646---37647---37648---37649---37650---37651---37652---37653---37654;37301---37302---37303---37304---37305---37306---37307---37308---37309---37310---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---37522---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37836---37837---37838---37839---32740---37841---37842---37843---32705---32706---36917---36916---32630---32634---32635---32636---32637---37853---37443;-;-
44u;Hualpencillo ;Diego Portales;0;37301---37302---37303---37304---37305---37306---37307---37308---37309---37310---37778---37779---37780---37781---37782---37783---37784---37785---37786---37787---37788---37789---37790---37791---37792---37367---37794---37795---37796---37522---38260---36051---36052---36053---36054---36055---36056---36090---36091---36092---36093---36094---36095---36096---36097---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---37536---37518---37540---37494---37836---37837---37838---37839---32740---37841---37842---37843---32705---32706---36917---36916---32630---32634---32635---32636---32637---37853---37443;37905---32702---32703---32704---37001---32628---32629---37912---37913---37914---32554---37590---37917---37918---37919---37920---37952---37953---37954---37955---35691---35692---35693---35694---35695---35696---35697---37963---37986---37987---37988---37989---37990---37991---37992---37993---37994---37995---37996---37997---37998---37999---34589---34590---34591---34592---35108---38005---38006---37624---37625---37626---38010---38011---38012---38013---38014---38015---38016---38017---38018---38019---38020---38021---38022---37645---37646---37647---37648---37649---37650---37651---37652---37653---37654;-;-
50s;Centro Concepción;;0;38785---38786---38787---38788---38818---38819---38820---38821---38822---38823---38235---38236---38237---38238---38239---38240---38241---38242---38243---32539---32540---33770---33771---33772---33773---33774---33775---33776---33777---33778---33779---33780---33781---33782---33783---33784---33785---36026---33786---33787---33788---33789---33790---33791---33792---33793---33794;33794---33795---34828---34460---34461---34462---35831---35832---35833---35834---35835---35836---35837---35838---35839---38590---33703---33704---33705---33706---33713---33714---32633---38598---38599---38600---38601---38602---38603---38604---38605---38606---38607---38404---38608---38609---38610---38611---38612---38613---38614---38615---38616---38617---38618---38619---38744---38745---38622---38623---38624---38625---38751---38752---38753---38754---38755---38543---38574---38575---38784---38542;-;-
